OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar  9 2022 09:07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,$@Pÿ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.889999986,-0.25999999,-2933.100098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF2.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""11:16:05 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:24 Fs=63 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:24 RF#8 8039 um, Fmax=125 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:25 Fm'=125""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:33 Dark#7 Fmin=51 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:33 Fo'=51""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:18:54 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11:18:33,7930.499999,0,5.265300524,0.052113827,219.0606658,8,7,48.32950974,220.05867,51.33056641,125.9533005,63.92198563,0.780378979,0.592463507,0.492494556,0.276498563,0.87,0.92,9.728645325,0.874864323,0.005712997,0.831265641,0.557733819,0.747144928,998.1403198,0.5,215.0323219,1.548760072,2.252597558,23.96490288,2,4.644859791,1,9.289719582,24.1818943,23.96490288,23.84534645,400.1003723,396.1904297,8.509814262,9.530047417,21.70741463,24.30989647,300.7156372,998.1403198,390.5967712,77.23660278,16.24025154,0.18301855,0.112737715,0.002690869,0.029738378,0.001555112,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503578186,0.00154876,297.1149029,297.3318943,159.7024476,0.358622759,2.988666045,38.69494433,29.16489691,24.07339859,3.008204951,0.051823108,0.736068487,2.272136464,0.032415437,16.91950163,0.552917611,23.1972185,395.425266,0.003088835,171.7291603,873.2373548,74.62273407,0.799127616,0.547987129
Remark=,"""11:18:56 LCF Lamp: ParIn -> 800 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:20:58 Fs=65 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:20:58 RF#9 7960 um, Fmax=146 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:20:59 Fm'=146""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:21:07 Dark#8 Fmin=54 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:21:07 Fo'=54""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:21:28 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11:21:07,8084.499999,0,4.456150398,0.052544771,244.9388362,9,8,48.32950974,220.05867,54.90283203,146.5732422,65.02909088,0.780378979,0.625423909,0.556337228,0.276498563,0.87,0.92,9.73944664,0.874869723,0.005973368,0.889536233,0.44494599,0.501356365,799.7927246,0.5,194.638596,1.560602288,2.25127272,23.94154739,2,4.644859791,1,9.289719582,24.37241173,23.94154739,24.03565216,399.9791565,396.6038818,8.465465546,9.493516922,21.34775543,23.94024086,300.7216797,799.7927246,380.0454712,77.23184204,16.25239182,0.175982252,0.191728801,0.002251156,0.160326555,0.000632995,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503608398,0.001560602,297.0915474,297.5224117,127.9668331,0.244632178,2.984474519,38.64305758,29.14954066,24.15697956,3.023333048,0.052249237,0.733201799,2.290131249,0.032682197,18.91707751,0.617590617,23.14161485,395.9563054,0.002604391,171.7291603,699.7144397,91.67041016,0.830018865,0.427914675
Remark=,"""11:21:30 LCF Lamp: ParIn -> 400 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:17 Fs=63 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:17 RF#10 7786 um, Fmax=174 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:18 Fm'=174""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:26 Dark#9 Fmin=60 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:26 Fo'=60""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11:24:26,8283.499999,0,3.034497761,0.05170714,287.3251266,10,9,48.32950974,220.05867,60.25830078,174.9842377,63.22161865,0.780378979,0.655635836,0.638701065,0.276498563,0.87,0.92,9.68478775,0.874842394,0.007912614,0.974170463,0.282067135,0.257591386,398.4229431,0.5,111.3119535,1.524738907,2.234880334,23.91861343,2,4.644859791,1,9.289719582,25.0970192,23.91861343,25.0457325,400.3346863,397.9126892,8.647989273,9.652399063,20.88447571,23.31007767,300.6783752,398.4229431,385.4093933,77.23295593,16.15731621,0.174114764,0.030854709,0.003864482,0.091340065,0.001188842,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503391876,0.001524739,297.0686134,298.2470192,63.74766947,0.037822946,2.980363646,38.58927332,28.93687426,24.50781631,3.087562236,0.051420928,0.745483311,2.342078925,0.032163672,22.19096884,0.722080834,23.58504449,397.4717101,0.0018006,171.7291603,348.5572813,114.7259369,0.882419637,0.262473958
Remark=,"""11:24:49 LCF Lamp: ParIn -> 400 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:49 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:49 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:24:49 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:35:07 23_light""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:35:35 LCF Lamp: ParIn -> 400 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:35:45 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:36:44 Launched AutoProg /User/Configs/AutoProgs/LightCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:39:40 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:39:40 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:39:40 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:39:40 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:39:41 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:42:48 Fo=183""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:42:48 RF#11 7719 um, Fmax=816 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:42:49 Fm=816""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:43:10 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11:42:49,9386.499999,0,-2.304756219,0.100953756,418.6222869,11,9,183.3020477,816.1975708,0,0,0,0.775419513,#DIV/0!,#DIV/0!,-2.614896522,0.87,0.92,0,0.87,0.163270653,#DIV/0!,1,#DIV/0!,398.4229431,0.5,#DIV/0!,2.883701433,2.175426049,23.88666725,2,4.644859791,1,9.289719582,24.56933022,23.88666725,24.26177406,399.8862,400.6506348,8.451025009,10.34904957,21.06012917,25.79004478,300.71875,2.183387518,450.8083191,77.22637177,16.2620697,0.163721338,0.093517333,0.005735878,0.034430455,0.001017901,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50359375,0.002883701,297.0366673,297.7193302,0.349341995,-0.455034014,2.974645599,38.51852069,28.16947112,24.22799873,3.036239696,0.09986846,0.799219549,2.237020146,0.062514395,32.32868036,1.044856168,25.8419651,400.9855664,-0.001485326,632.8955231,1.899547141,0,0,1.289624497
Remark=,"""11:43:10 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:48:11 LCF Lamp: ParIn -> 500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:50:33 Fs=248 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:50:33 RF#12 7942 um, Fmax=651 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:50:34 Fm'=651""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:50:42 Dark#10 Fmin=217 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:50:42 Fo'=217""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:51:03 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11:50:42,9859.499999,0,6.739204891,0.098281318,268.6438327,12,10,183.3020477,816.1975708,217.9057617,651.5280151,248.6623535,0.775419513,0.665546597,0.618339737,-2.614896522,0.87,0.92,9.892632484,0.874946316,0.021440902,0.929070541,0.275232843,0.25274363,498.6290894,0.5,134.8826778,2.844333818,2.201906621,24.06897926,2,4.644859791,1,9.289719582,24.29609108,24.06897926,23.8768692,400.0804749,394.8513794,8.562870026,10.43485451,21.68152046,26.42145729,300.7133484,498.6290894,461.3210144,77.19324493,16.29076576,0.171461508,0.279504031,0.001468224,0.238397226,0.000591888,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503566742,0.002844334,297.2189793,297.4460911,79.78065251,-0.16460573,3.007406901,38.95945693,28.52460242,24.18253517,3.027971854,0.097252429,0.80550028,2.222471574,0.060874377,20.73748917,0.68036696,25.7157579,393.8720251,0.004400002,632.8955231,436.2736849,433.6222534,0.860408627,0.260184422
Remark=,"""11:51:05 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:14 Fs=236 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:14 RF#13 8033 um, Fmax=554 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:15 Fm'=554""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:23 Dark#11 Fmin=202 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:23 Fo'=202""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:44 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11:53:23,10020.5,0,8.258521075,0.098463061,243.4211461,13,11,183.3020477,816.1975708,202.9401855,554.3414917,236.9849396,0.775419513,0.633907639,0.572492871,-2.614896522,0.87,0.92,9.933041573,0.874966521,0.017729961,0.903117167,0.426992133,0.472373227,700.9174194,0.5,175.5490067,2.850969091,2.202893138,24.08906746,2,4.644859791,1,9.289719582,23.9817524,24.08906746,23.40773773,399.9699097,393.7307434,8.592933655,10.46921349,22.17167282,27.01289177,300.714386,700.9174194,468.5334778,77.19231415,16.32955742,0.17336309,0.091746397,0.00205121,0.116442062,0.001740837,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50357193,0.002850969,297.2390675,297.1317524,112.1467846,-0.056526643,3.011035954,39.00693984,28.53772635,24.03540993,3.001350935,0.097430383,0.808142816,2.193208118,0.060985934,18.79024158,0.61824267,25.77037019,392.5305992,0.005421874,632.8955231,613.2792758,351.4013062,0.855317561,0.413742979
Remark=,"""11:53:46 LCF Lamp: ParIn -> 1100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:55:54 Fs=225 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:55:54 RF#14 8221 um, Fmax=398 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:55:55 Fm'=398""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:56:03 Dark#12 Fmin=185 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:56:03 Fo'=185""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:56:24 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11:56:03,10180.5,0,9.76023942,0.100769318,222.1332518,14,12,183.3020477,816.1975708,185.3972168,398.7861328,225.864212,0.775419513,0.535096129,0.433620697,-2.614896522,0.87,0.92,9.873936653,0.874936968,0.012853518,0.810360369,0.66171719,1.046704997,1100.401611,0.5,208.7411116,2.907961609,2.196325643,24.08457184,2,4.644859791,1,9.289719582,23.70540619,24.08457184,23.0950985,400.1254272,392.8742371,8.628473282,10.54211712,22.64002037,27.66117668,300.7148438,1100.401611,476.8287964,77.20439911,16.20654106,0.177609995,0.264307112,0.004718653,0.161882862,0.004232166,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503574219,0.002907962,297.2345718,296.8554062,176.0642539,0.16635747,3.010223461,38.99031008,28.44819296,23.89498901,2.976134186,0.099687963,0.813897817,2.162236369,0.062401236,17.14966422,0.565405493,25.98774129,391.4558602,0.00647957,632.8955231,962.7820498,213.388916,0.80248117,0.659526609
Remark=,"""11:56:26 LCF Lamp: ParIn -> 1500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:12 Fs=224 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:12 RF#15 8389 um, Fmax=343 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:13 Fm'=343""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:21 Dark#13 Fmin=177 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:21 Fo'=177""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:59:42 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11:59:21,10378.5,0,10.65890377,0.105051707,213.9368919,15,13,183.3020477,816.1975708,177.4360352,343.506012,224.1387177,0.775419513,0.483455809,0.347496958,-2.614896522,0.87,0.92,9.847345352,0.874923673,0.010106513,0.718777088,0.740012559,1.376079435,1501.148926,0.5,228.1996421,3.04000619,2.204072983,24.00522041,2,4.644859791,1,9.289719582,23.13686371,24.00522041,22.35225677,399.8954163,392.0141907,8.255055428,10.25606728,22.41687202,27.85068512,300.7306213,1501.148926,463.407959,77.20706177,16.18063545,0.182474494,0.124409407,0.005502451,0.192784116,0.003466213,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503653107,0.003040006,297.1552204,296.2868637,240.1838228,0.368117701,2.995913803,38.8036241,28.54755682,23.57104206,2.918665373,0.103877026,0.79184082,2.126824553,0.065027667,16.51743883,0.545737621,25.42400373,390.4652182,0.006940234,632.8955231,1313.390731,166.0699768,0.745095759,0.74687139
Remark=,"""11:59:44 LCF Lamp: ParIn -> 1800 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:45 Fs=224 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
