OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar  9 2022 12:04:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""12:42:15 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12:41:55,3065.00014,0,1.70707979,0.033439445,300.1145612,7,6,172.6230011,289.342041,172.5651855,196.378006,189.5988312,0.40339468,0.121260119,0.034521049,10.01158499,0.87,0.92,9.921292305,0.874960646,-0.005276002,0.284685925,0.796082705,0.473393314,1798.954834,0.5,27.16831917,1.003738329,2.269765282,23.93578148,2,4.644859791,1,9.289719582,21.79406738,23.93578148,20.80257416,400.287323,398.8830872,8.582548141,9.245174408,25.28367615,27.23573303,300.1567078,1798.954834,466.3186646,77.1943512,1.790273786,-0.244950429,0.035005715,0.000769855,0.03395224,0.001377733,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500783539,0.001003738,297.0857815,294.9440674,287.832767,0.839198664,2.983440523,38.64843057,29.40325616,22.86492443,2.796751149,0.033319507,0.71367524,2.083075909,0.020835435,23.16714884,0.752387281,22.33424138,398.635011,0.000956422,116.7190399,1574.014684,23.81282043,0.285378801,0.796477037
Remark=,"""12:42:15 LCF Lamp: ParIn -> 1300 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:31 Fs=190 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:31 RF#8 8732 um, Fmax=201 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:32 Fm'=201""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:40 Dark#7 Fmin=172 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:44:40 Fo'=172""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:45:00 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12:44:40,3230.00014,0,1.331945584,0.032111103,315.3667635,8,7,172.6230011,289.342041,172.8945313,201.1971588,190.1321716,0.40339468,0.14067111,0.054995743,10.01158499,0.87,0.92,9.988874435,0.874994437,-0.007638381,0.390952648,0.756949482,0.438102023,1298.658813,0.5,31.24636022,0.954860184,2.24873172,23.79914093,2,4.644859791,1,9.289719582,22.89502144,23.79914093,22.65510941,400.1150513,398.9737244,8.570711136,9.201088905,23.61411858,25.35094261,300.1611023,1298.658813,454.0193787,77.19702148,1.585688472,-0.250208378,0.059135359,0.00162957,0.154563293,0.00191293,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500805511,0.00095486,296.9491409,296.0450214,207.7854055,0.594278366,2.959028378,38.33086201,29.12977311,23.34708118,2.879503918,0.03200049,0.710296658,2.16920726,0.020010215,24.34537482,0.790444945,22.42246606,398.7801635,0.000748922,116.7190399,1136.319238,28.30262756,0.387237562,0.755188547
Remark=,"""12:45:00 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:17 Fs=189 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:17 RF#9 8607 um, Fmax=203 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:18 Fm'=203""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:26 Dark#8 Fmin=174 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:26 Fo'=174""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:46 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12:47:26,3395.50014,0,1.126282729,0.031425228,324.3843316,9,8,172.6230011,289.342041,174.3383789,203.1365051,189.8447113,0.40339468,0.141767361,0.065432817,10.01158499,0.87,0.92,10.04622459,0.875023112,-0.010147087,0.461550648,0.749589485,0.424372448,1000.717041,0.5,28.64814089,0.945842351,2.275691848,23.94061661,2,4.644859791,1,9.289719582,23.31264114,23.94061661,22.9132328,400.3741455,399.3720398,8.554488182,9.178901672,22.98261642,24.66017342,300.1730652,1000.717041,444.6107788,77.20049286,1.640765071,-0.252999127,0.091301605,0.001987236,0.078756586,0.001078047,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500865326,0.000945842,297.0906166,296.4626411,160.114723,0.425387888,2.984307581,38.65658716,29.47768549,23.62662888,2.928457045,0.031319282,0.708615733,2.219841312,0.019584042,25.04263028,0.812235959,22.139569,399.2083662,0.000624622,116.7190399,875.6505398,28.79812622,0.435603653,0.738573038
Remark=,"""12:47:46 LCF Lamp: ParIn -> 800 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:00 Fs=189 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:00 RF#10 8511 um, Fmax=205 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:01 Fm'=205""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:09 Dark#9 Fmin=173 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:09 Fo'=173""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:50:29 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12:50:09,3559.00014,0,0.725807221,0.031530931,344.6707158,10,9,172.6230011,289.342041,173.34375,205.2259369,189.7953949,0.40339468,0.155351645,0.075188069,10.01158499,0.87,0.92,10.00369072,0.875001845,-0.013261455,0.48398631,0.725149512,0.409870728,800.236084,0.5,26.32364575,0.94744523,2.272100298,23.91611481,2,4.644859791,1,9.289719582,23.35095215,23.91611481,22.91107178,400.2857666,399.5499268,8.542686462,9.168186188,22.89876938,24.57542801,300.1628418,800.236084,453.1810913,77.20346832,1.675498605,-0.249935359,0.103351697,0.002486863,0.073472999,0.00136134,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500814209,0.000947445,297.0661148,296.5009521,128.0377706,0.305257512,2.97991607,38.59821502,29.43002883,23.63353348,2.929675301,0.031424271,0.707815772,2.221859529,0.019649724,26.60977469,0.862647426,22.151526,399.4444511,0.000402502,116.7190399,700.2080502,31.88218689,0.473286887,0.720671659
Remark=,"""12:50:29 LCF Lamp: ParIn -> 400 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:30 Fs=188 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:30 RF#11 8332 um, Fmax=209 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:31 Fm'=209""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:39 Dark#10 Fmin=173 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:39 Fo'=173""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:52:59 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12:52:39,3709.00014,0,0.054597071,0.031744524,378.2438572,11,10,172.6230011,289.342041,173.6452637,209.3994446,188.5385437,0.40339468,0.170746303,0.099622522,10.01158499,0.87,0.92,10.09447765,0.875047239,-0.028533615,0.583453469,0.690966493,0.381770814,398.7857971,0.5,17.38195894,0.947844577,2.257905834,23.83100319,2,4.644859791,1,9.289719582,24.08838463,23.83100319,24.22242165,399.9280396,399.6392517,8.529819489,9.155625343,21.87005424,23.47459221,300.1462708,398.7857971,441.5240784,77.19837189,1.582973838,-0.256653577,0.052107207,0.002049529,0.078582563,0.001223983,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500731354,0.000947845,296.9810032,297.2383846,63.80572611,0.095202812,2.964705205,38.40372708,29.24810173,23.95969391,2.987730764,0.031636417,0.70679937,2.280931394,0.019782445,29.19980995,0.94646323,22.25097739,399.6313176,3.0399E-05,116.7190399,348.9564107,35.75418091,0.567235407,0.684914788
Remark=,"""12:52:59 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:00 Fs=178 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:00 RF#12 8149 um, Fmax=231 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:01 Fm'=231""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:09 Dark#11 Fmin=194 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:09 Fo'=194""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:29 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12:55:09,3858.50014,0,-0.544026966,0.030693735,409.2173946,12,11,172.6230011,289.342041,194.8869629,231.9258575,178.4164886,0.40339468,0.159701445,0.230717564,10.01158499,0.87,0.92,0,0.87,-546.2118977,1.444680501,0.607867619,0.247562665,0.022212785,0.5,0.002229323,0.919819882,2.265875742,23.85968399,2,4.644859791,1,9.289719582,24.78324699,23.85968399,25.07341957,400.1219177,400.2391052,8.511380196,9.118663788,20.93354797,22.42714691,300.1669617,0.022212785,439.5506592,77.19854736,1.490012765,-0.258080184,0.029391849,0.002230291,0.080563582,0.00458261,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500834808,0.00091982,297.009684,297.933247,0.003554045,-0.114955764,2.96982334,38.46993812,29.35127433,24.32146549,3.053299247,0.030592655,0.703947598,2.349351649,0.019129465,31.59098842,1.022432314,22.10105642,400.3181643,-0.00030035,116.7190399,0.019325123,37.03889465,0.902306771,0.491917887
Remark=,"""12:55:29 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:29 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:29 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:55:29 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:38 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:38 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:38 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:38 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:51 19_aCi""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:59 Launched AutoProg /User/Configs/AutoProgs/LightCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:00:50 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:00:51 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:00:51 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:00:51 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:00:51 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:03:58 Fo=109""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:03:58 RF#13 8145 um, Fmax=617 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:03:59 Fm=617""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:04:20 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13:03:59,4390.00014,0,-1.88404436,0.066466481,426.6364627,13,11,109.4071274,617.9698486,0,0,0,0.822957176,#DIV/0!,#DIV/0!,-1.770114241,0.87,0.92,0,0.87,0.383195399,#DIV/0!,1,#DIV/0!,0.022212785,0.5,#DIV/0!,1.960519109,2.237520572,23.97266006,2,4.644859791,1,9.289719582,25.13333702,23.97266006,25.25949478,399.9144592,400.6464233,8.455647469,9.749183655,20.36450005,23.47984123,300.1702881,-0.341742516,430.6592407,77.18992615,1.582329988,-0.27427721,0.041057684,0.00101335,0.071679376,0.002650383,0.333333343,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50085144,0.001960519,297.1226601,298.283337,-0.054678801,-0.280138738,2.990059338,38.7363933,28.98720964,24.55299854,3.095920013,0.065994302,0.752538766,2.343381247,0.041288603,32.93203705,1.064870264,23.85362821,400.9202163,-0.001120954,508.5627213,-0.297315989,0,0,1.215130057
Remark=,"""13:04:20 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:21 LCF Lamp: ParIn -> 500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:24 Fs=133 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:24 RF#14 8378 um, Fmax=231 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:25 Fm'=231""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:33 Dark#12 Fmin=107 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:33 Fo'=107""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:54 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,13:11:33,4843.50014,0,3.465799643,0.05507113,279.5683054,14,12,109.4071274,617.9698486,107.987793,231.539093,133.9421692,0.822957176,0.533608811,0.421513804,-1.770114241,0.87,0.92,10.13120174,0.875065601,0.011966588,0.789930367,0.757734025,1.668965489,500.0133057,0.5,92.21551141,1.654359219,2.276256726,24.07063103,2,4.644859791,1,9.289719582,23.95207787,24.07063103,23.4833889,399.864563,397.1173401,8.383246422,9.475188255,21.67032433,24.49294472,300.1412354,500.0133057,441.1291504,77.19618988,1.735514522,-0.268229634,0.040741619,0.00131786,0.069494911,0.002013514,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500706177,0.001654359,297.220631,297.1020779,80.00212712,0.021794844,3.007705158,38.96183429,29.48664603,24.01135445,2.997017844,0.054746583,0.731448432,2.265569413,0.034245625,21.58160799,0.703994203,22.89786005,396.6136834,0.002000924,508.5627213,437.5444438,123.5513,0.799110399,0.759848765
Remark=,"""13:11:56 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:04 Fs=134 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:04 RF#15 8451 um, Fmax=235 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:05 Fm'=235""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:13 Dark#13 Fmin=108 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:13 Fo'=108""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
